primaryID
2592055
1501104
4802332
5382768
5668848
03aac17e-f96b-4df7-8b7d-d28a063d65ca
19699485
21985550
1019349
12773304
139402
21604057
21876114
24155021
3764973
27117178
3760616
116754
27096297
3480687
2461152
12380783
22642143
9406869
27236299
26396805
10284347
28635462
2250717
27241922
21916021
28525611
5365830
6197053
15092497
26348916
26493120
21668133
26587341
17737812
24152713
28840941
25160266
3370620
20858737
24070899
26628502
2395103
21834348
606738
27687523
27941367
27984552
21730081
6586478
27804395
26543005
24282063
7388320
12478109
23116514
27468386
26790269
21412818
17712227
27568278
27503826
27942882
27093409
27493854
28116040
21864283
21681286
16785976
28163576
27572130
16267930
27360649
28341982
19488848
12555050
27490227
1382468
27682290
18528169
19904119
23014447
28688465
27682593
20589346
27530413
10246147
785037
915969
14630480
27282376
28834165
27764673
7014329
21885696
28773204
110176
10887656
109659
27299741
14134596
22996425
18677932
963789
23849088
13327469
11610144
27457804
27575862
26460386
27170840
27638783
26404587
27634670
26477926
13445554
26342173
27421746
22451949
27691695
11035143
27755814
16431329
102311
26709407
27117828
24224384
21802558
21560948
17823412
27890582
27604892
22863702
18597676
27700671
27587628
524611
9217695
525188
23261086
100672
19731098
27592956
27103388
22725035
23812754
21719262
23674187
3424171
16507633
28669666
27981883
27654394
22823384
27456427
24135373
22707756
5339482
27210446
23079824
27979974
20711561
23061107
25862869
15413502
23958367
8273611
27236587
17910804
9489174
23777689
22468814
27507147
4922492
19763852
26116266
18826559
26907066
5891697
27498889
23337551
27488973
6750678
166819
13888863
26543207
28702387
28075526
27708388
23867791
27492342
21866245
528166
18380986
28754915
24063792
8819169
4239292
27543840
126621
22795574
22117556
12787623
27773589
7102959
22835058
17072667
26236215
10915865
15409056
21699410
18965488
982713
24070638
21493967
6874012
11480558
13241480
167528
20635875
22299178
22933620
16388269
5768405
13848740
19842479
120879
3941328
26720485
23386221
24230639
22106931
3583336
8220444
26583450
27599105
21946277
5956932
23803045
12407295
17931010
22469816
21103917
4437778
24266875
22278597
27985097
28173390
cf97fdcb-987e-49db-a2ea-ea32d78c713c
22455694
18476059
24194746
16878518
27625002
24115984
23075173
24090976
1641803
26238664
28135486
25067799
27451774
127556
4360304
26801737
27642952
6354963
22806747
2348492
571746
27970615
28087632
26325523
4078709
21400327
7092908
27571475
21840490
22490547
23976843
11658428
23530966
28239454
26383368
27461668
14695156
23970477
14621780
5775700
23678799
19972932
22098225
23614445
28324295
8873187
27497285
22752690
21911417
3109312
23964695
1433354
10345213
28014722
28333610
26678860
17831071
12419440
27659674
118602
116226
9001463
20583090
11977713
26727578
182877
24065168
15453344
24619200
24195080
21847223
18314583
28107259
20564504
26714936
709478ae-ca8e-4ce0-87ce-6f37d136a3e6
23816047
26836449
26699136
28108419
28544087
22156682
26280762
19210826
24185019
1601053
28035863
2126964
5728254
26359849
18222382
17827618
22531391
7937817
22519792
21920319
26755445
1356364
24059398
20383641
19074161
785903
7078306
872563
27116484
9259730
27447009
23390902
520700
287011
15236258
22086110
18244533
28109341
22990538
21555689
309677
27111146
4083932
23122582
17306050
6352364
10134823
1402587
28691551
25488116
28200979
24220566
26466528
22097751
27119065
20690235
27518917
12384957
9385641
18529793
26295533
17861154
