primaryID,balance
106898,20000
19071768,3859
8459486,3
3816509,194
17050849,367
119559,20121
25891595,2500
6658685,7107
22528081,50
1125979,2500
21622291,1000
22832863,1000
104258,15000
6133583,31000
12011534,20000
1652222,21617
23953343,2347
28081423,80
10208170,1000
18965207,4000
22901520,360
24378415,1000
2107567,692
18382009,1001
11886009,6547
8876807,1929
24258004,10000
17102789,36
2353338,1288
27467793,1053
23970073,3000
25236144,1239
21612702,2115
163741,288
18523417,28202
21836118,306
2862985,36523
758060,105
18194998,40000
22777213,220
528224,9
23870511,482
4560924,14
912630,5000
11349985,10000
116688,1884
2460360,60000
23299717,623
23725068,27300
14693269,100000
2458323,3894
21672584,45
21867635,236
106018,5000
9488890,3900
3650820,40
9153550,20000
1062638,13839
1901094,438
19750718,7500
6093393,10000
22748267,6828
24073404,4000
23353839,2000
22459975,316
109428,5098
24131349,104
22615777,1000
496177,10000
23396095,118
119460,40000
12101252,1000
15143336,2453
1212569,22659
2393231,1431
25014051,40000
6162199,2178
15115645,5000
120648,130000
8306164,5000
26314486,5000
14355772,190
24139378,13
4788889,3162
110253,40000
2394122,30000
989292,1595
25714133,4177
13726220,1000
11281491,10200
5210609,6194
4262857,6282
100067,40000
8315486,72700
23397961,91
25680366,5000
2529552,20000
25939266,5000
23867841,5
23920457,912
25425821,598
20514740,22645
23551039,4688
6060364,13300
8198994,40000
22461719,10000
4814675,15347
125642,50000
107415,3133
22800291,3323
128801,40000
6967139,100
22933803,3900
27457152,2282
22655695,477
12049854,2500
25182592,40000
27025884,332
28748886,308
11082736,623
9336810,1000
3434407,1501
23352705,4000
23824724,1855
22973909,10000
20795050,1468
24184174,3287
2019950,20730
4607022,356
137489,20000
17259274,20000
248344,16000
23059462,5000
27528543,940
5791173,10000
2762302,14388
2709797,10000
24283944,2500
2394809,30000
371455,3694
123178,20000
22470902,5000
1241828,3058
20239645,3900
22850836,5850
15811940,303
25833815,4083
21588829,5000
887302,7451
2465922,13601
7772216,9187
110836,20000
26239848,1514
115841,80000
22518151,5000
22942787,425
1481259,10000
2380535,20000
11792854,186
23305940,5000
25807566,5000
24087124,3182
2362988,1909
25418223,26178
23741220,80
3566927,30000
23785097,5000
22407025,5850
2081653,344
1572657,16952
4856136,170
6170022,25
3466181,54
23627960,6757
12004314,5000
6143040,6997
5800416,2500
22081179,394
4739295,40000
143628,35000
23870798,731
2534872,2644
19542585,13300
24027127,179
23958656,71
21999918,10000
16471386,10000
12772012,8174
6305992,9138
22343883,26000
22498063,2990
123409,37500
10996264,1000
22465047,26
2460451,16981
23588798,10000
25891685,5413
27572667,1321
23542024,13
21589120,2024
3321463,20000
23977126,3277
23044994,271
8277254,10000
26229039,5000
17126769,125
23064544,5000
11031517,2590
20734528,95
12433658,1492
23813400,42
291633,20000
22524096,5100
8979120,868
20587647,6952
822954,10000
18703872,2000
2464289,29
22863473,5000
114928,1000
23893949,8000
13551960,20000
4358522,241
23807020,1900
22732299,1000
525295,478
18098818,10
20333773,1708
22930930,54
25194301,1196
904679,10000
22460310,7500
680330,98
18638949,1210
12033527,9679
22836605,1000
527507,75000
12541320,1577
21663016,1168
3494305,1493
3074721,1218
7223543,680
22940466,12
17949779,499
10098045,214
10488923,10000
21994641,5000
21960762,1429
12403639,34053
8092554,5000
6098178,40000
12826454,3696
23551234,6262
26252042,15000
2258921,5828
119119,90000
18730242,20000
3693770,31
24081387,4000
2051979,1632
23962591,891
2625053,10976
6032667,760
23878435,1479
23077164,1984
4318874,4766
23759238,458
23943117,1174
989160,2477
8642587,6794
21545177,10000
5371085,1000
23827840,4004
106920,6340
20797434,5870
3020863,10510
2249599,990
7060583,4619
26063978,5000
524389,24968
20293777,3900
22432687,3900
142778,18633
4916260,5239
10053789,5000
25510737,10000
17102127,695
18657005,5639
124487,924
2733792,3000
23738973,297
5977173,20000
26377326,173
994385,592
12113986,1000
22533330,5689
23973859,616
21049310,11716
3322297,52500
19057758,5000
5685888,3900
6755332,1401
24200077,255
6795287,514
10933700,588
18982069,2506
121165,30000
11805260,1868
5751727,20000
13374983,257
100375,811
118195,70000
24220286,5000
3808050,10000
20664698,10000
21823201,1652
23550849,210
6128130,39197
521799,20000
20809354,12704
1909291,18156
19729266,1788
22457854,3023
22768864,211
125675,80000
1929026,40000
5640941,148
844215,30000
23267319,1707
24204647,10000
24307122,149
23818351,8000
26172810,5000
9619794,32
26255689,393
22182986,217
19827534,10000
2755066,71
21752716,8500
7863818,348
103609,120000
22482212,10000
1652362,9490
23720657,127
19553709,10000
8672398,309
14126185,1062
9288914,500
1061812,60000
23664357,2000
20579041,3587
20554920,5000
22857242,354
9258337,1194
23033654,736
7490799,20000
24592591,40000
28500668,77
8220660,2438
21726346,5000
23497206,80000
25617279,5000
23081787,5000
9674613,7500
203633,97
2038877,4262
17675295,2110
23304564,2500
6506170,844
22706517,335
118096,80000
1641746,78964
21863211,80000
126423,786
9544379,14606
6939382,2000
108559,40000
1859732,40000
3811836,40000
22771780,5100
26233639,2500
1987222,61583
5314636,3549
14707846,1000
2533802,20000
14244673,20000
3972846,4000
28246648,343
14041321,2070
4624582,18692
23991836,71
5158395,2587
24032527,180
8687652,32412
20626804,24000
7835440,7134
1296269,71800
24016252,15
15112485,943
286388,40000
27604502,1429
23909322,5850
2458364,751
22646002,373
22995153,422
23304104,8637
25744271,2183
28418036,56
121297,7431
23908025,1950
733864,20000
5665864,1518
785969,4587
22259267,11
112310,20000
2128768,137
2466201,60000
4776747,177
14279368,5000
2568282,2823
22467501,439
23844679,14
4684706,12057
23183324,10000
13532481,327
5774171,394
26045856,3766
125180,40000
24065125,311
23981667,113
7336006,54
150656,40000
23317599,870
23876829,731
24179061,99
24199072,659
1650143,20000
22436116,205
26698140,652
2451013,15670
2510621,8942
2548275,11500
2615901,65000
25581942,2500
17816471,30000
22458885,26
3058014,2500
22113082,660
14434336,800
2023385,85
6272078,8000
13886287,493
2072298,27
22456994,2170
2334763,1000
4382556,30472
26565457,3169
23799127,8000
22822915,1000
126830,20000
433855,977
27363712,2500
24130692,3012
16915971,112000
2535632,1896
22404689,3900
23057154,15300
339755,87
7152272,20000
27676346,2457
23365068,11700
1063192,70000
1848973,5070
114719,7275
7098085,57582
24182823,393
20081781,53
17179276,86
23891717,40000
21649745,1181
21334814,10000
3337369,53
108262,60000
19055142,2892
5300114,15
106007,9770
22576665,556
27287284,2359
28760356,23596
22162451,372
6132308,1474
26250233,5000
13987097,4000
2607082,17391
894406,40000
23946431,44
5910984,2844
27942792,2440
2794100,27452
11755730,1100
527457,4876
2457382,10000
27525172,1188
23029402,4564
821462,6621
527473,4502
239111,15228
19470824,11710
13983041,7770
23862544,18101
6429282,25000
315022,40000
9648673,800
979237,17146
19873469,29725
21962916,2364
1362928,179
24378664,1000
23279153,2274
114334,5
28245918,7
100122,20000
156349,10000
20224050,52528
22127530,70796
9413278,2796
17947802,2440
23869189,176
906392,14684
24208744,44
23392425,3900
28010652,1772
21936982,10000
526061,1930
117381,60000
13855482,2500
821797,379
19377083,347
121033,10380
7754861,873
8676008,5850
22530772,7500
17065422,20000
21576899,3900
22995876,218
2453134,60
13656686,45211
1465144,3900
12169314,8000
21640221,5000
1461954,7692
28178884,532
17768687,7800
4743436,93
10868945,5225
7606158,2500
1935423,4000
3250033,1000
7118403,40000
20545442,2500
7796334,30107
23163602,477
22062893,7854
22509205,1841
9166561,20000
2617212,6952
3815274,421
16439513,4779
116490,40000
12560851,110
22849039,9750
20730558,3504
22445886,3900
25011793,70000
16542961,961
4879007,1000
22782298,10000
6438773,1000
20540045,7376
14440058,5850
108317,40000
14495879,4648
21838303,275
22534364,1952
21084103,40000
7296848,7500
2394445,2669
27442409,2500
9100156,10000
21492322,290
26108715,2500
27448401,1175
22526988,3160
13066506,20000
22024229,1277
705244,4011
23394009,206
23832917,8
8169616,161
26248655,1980
21844835,321
14538450,1576
10698252,7500
105336,61547
1324111,7493
20397584,73
23338073,2515
12677478,20000
24074588,5000
18194865,40000
23624386,4000
18335166,1274
6885285,4000
17495147,585
23948398,29300
7856870,1268
22533406,1744
24381977,161
19537177,1673
1343566,20000
22468462,10200
6114666,1000
2465708,71086
22467488,1610
26278918,5000
21304877,1289
23760817,781
24441774,40000
2537282,8451
24878885,40000
2019786,126204
9306290,1000
525139,618
101222,60000
23323606,39
20206870,2467
21539476,2500
566074,157
21610395,5000
23308431,56000
21905668,4000
12291314,284
1003495,7528
110220,60000
1882027,20000
13863750,3900
27742813,2088
23523710,7800
26245509,5000
24159114,623
17711484,2500
22520983,7500
124916,29775
6275705,10000
2595512,8472
2612077,102500
4706686,7596
23325375,10000
22564492,3900
628388,23753
104522,14337
21660492,5230
21430824,13230
25055981,40000
561419,4946
14443576,20000
10941832,2736
25329556,5000
27987674,2500
893647,2500
6128385,16401
27070303,499
5740795,3740
5558428,100
27419039,14
26596371,3314
139519,615
3606996,23227
22890466,10000
5310056,1252
1564453,381
129841,40000
254755,3062
4793505,158
12366656,9628
24306453,7319
18258679,7617
27829869,3273
23160542,165
23534095,8000
26319068,5000
9522469,702
2394832,357
9484876,40000
523183,20000
22287236,578
23031873,12
2451633,20000
24374843,4304
6345663,5100
107162,100000
151092,70674
7102137,13236
24227464,751
23388742,7500
24229911,16194
23962903,38
11994155,5000
1798042,1011
100342,2148
22998126,132
19460644,84
22025632,5000
19234726,2633
22904854,5000
3825167,909
5965365,40000
22816255,79
19247563,6813
21854749,120
11691444,1417
4679514,1708
17477508,5000
22470836,928
2458976,30000
1159527,10091
20823587,20000
2533471,20000
28335110,1939
145789,60000
134486,40000
12152514,244
22857190,4510
26481966,1692
4388358,20000
105270,2995
24182191,504
28677882,43
939603,40000
17860155,2077
22472331,12750
23635197,1175
10243742,2533
846584,5770
121407,10000
26440339,6425
14020894,20000
22106335,686
28748276,1668
108779,20000
16794944,399
18500888,1118
863207,6432
10693381,1354
8277509,100
23006815,3900
25665162,2500
3799552,80234
11790089,15600
21625458,5100
112299,10000
23779634,8587
23099983,714
109505,29234
111672,449
23796997,3900
22803933,1000
4893572,10200
25805746,1383
23690604,986
23128423,1794
1500702,40000
6142661,7212
21846366,1000
20559139,56
3460048,40000
13316394,5000
24087406,63
4820092,2042
7867732,40000
23627598,112
12168201,8850
3661330,205
23163522,2110
21396482,236
9686932,8000
22530701,5000
6143552,12962
1651810,20000
23803176,2465
21994104,4000
24266599,60
23745244,31
6538249,2848
23764337,10000
26279429,5000
3523373,22881
23009608,5000
8034462,2000
117315,20819
22544174,10000
915793,3175
23638435,2030
105490,60000
1970385,929
107536,4060
20300008,1000
1838043,20
23019293,7079
23078332,1988
8041215,48
25048317,40000
22523391,78
25338141,30000
24146634,2700
5980672,15000
3099651,20000
5807644,297
3575881,3900
8958536,2000
6305817,20000
26280788,10000
14955183,170
23010945,31
146605,40000
22457803,5000
23029658,30000
122188,23844
22499210,7800
23504019,20200
20744965,5000
19292062,1857
3629899,3722
120472,80000
2363327,620
4622746,10737
118360,45000
1386934,5000
2454892,3322
22470945,258
521310,50000
21160872,15000
1011666,80000
117161,5509
16678104,815
22522225,29
23604341,5100
27484249,12736
25790522,10000
19818985,19
231155,1495
10725423,6426
26207708,13
9342452,1000
2048645,20000
3088419,13352
935098,20657
161760,106
22916033,2840
7272040,2500
24389866,2400
21906720,1728
28079591,84
25054443,4322
4277640,40000
5311987,20000
3142933,12
5350383,2500
8200485,4813
7333302,1072
23973699,699
3954319,9655
1041950,110000
8696595,196
22051301,5000
23012332,924
173400,363
13552768,3145
23755652,30000
26249399,2500
20830158,17707
23719132,1900
12660287,10665
15664119,677
18661185,310
9332019,7
151217,880
23768504,5000
21392269,5000
23033474,5100
12717173,389
718513,345
7967459,264
21550979,32152
16040214,20000
22619436,5000
7355104,1843
23589979,1680
21983387,3749
22518192,3227
6674700,254
22998060,291
18288649,16329
24912461,20000
11679244,1897
2453258,7251
127853,25000
144055,16774
17422001,5000
2388285,1792
9083977,9752
18944619,812
28336508,2279
21565899,50
13034853,15000
23870776,2144
21289229,353
26230255,5000
3985387,298
4812917,20000
22599968,3169
22516985,3614
21071858,5037
22850653,1108
22713993,5850
22277764,25509
12063453,622
19598978,3900
23496323,22500
2453431,79
20724080,170
24097877,24789
23986239,64
27587764,1766
106469,20335
118591,5238
140053,40000
124564,140000
22783667,1000
20728633,1000
23993614,10000
22457649,2440
26274268,5000
4643998,1880
22791808,30
6115886,90000
20743659,1136
17654586,60000
119955,50000
9864732,296
26739826,1123
1201437,80000
25812531,7500
2577544,20000
104302,152
21301852,10000
27668641,2500
1754157,1682
26791684,56
23295585,2565
2381194,40000
10879499,32
25887265,4477
23355870,2511
4352840,5598
21506658,3000
18795590,699
995012,58903
5639906,48000
1929315,19922
24305540,16178
23401391,67
7840349,23309
17836612,1444
23974911,10000
21046946,20000
2020867,1003
2080903,30000
23517833,539
2039164,283
6855088,2983
632555,30000
19071175,50786
23857468,1687
5399154,21324
24143439,396
27787734,586
802185,112
23053681,514
26254043,5000
2202967,1000
26573898,3422
18788075,40000
17479714,57
18446286,2423
23299067,79
23099952,8897
24219731,346
22469848,2520
23362698,2907
8461533,80000
117887,1728
778646,14073
17117275,3900
157297,26118
22459728,5000
102817,1049
1847103,7650
18366187,636
20872151,37
3193535,50000
21553114,7258
7871509,1128
779075,10000
3364760,2500
124102,9505
22519748,7800
17348106,975
25461574,7521
17108376,262
28337422,180
22490023,522
27589405,683
26388691,6956
23820266,8000
18634243,849
23863633,28
4484491,12500
1185047,5000
1393402,60475
23964275,2060
24027536,1153
2458216,14733
5148437,40000
23541555,16221
4676528,1699
18055641,5100
9455014,5822
10032748,7500
21611970,2500
14491563,2500
18951261,1977
11160119,2500
24027900,216
1859934,44648
9415591,501
22293047,3282
26224661,5000
6987490,7188
1146332,12816
9177186,20000
23038183,2500
7649918,33
17212939,4
13925449,5000
22460939,434
20518154,40000
2073760,2319
23215737,60
329244,1083
2103358,1495
8025763,19
23962280,205
6057300,40000
14816043,3498
14365119,68000
21931260,1000
522078,40000
106436,40000
4850115,1649
7903764,514
115918,20000
21744786,120
139485,30000
27777167,5000
25792473,40000
22517085,1598
22464011,3739
3133102,11365
3882910,1
3025692,1763
6711300,696
24781427,1855
1054671,309
21481184,1000
3637926,20000
11457954,75
23361389,6262
2780081,11976
23116161,50
10573930,2493
5140459,125
27225177,2214
23253151,5000
3659060,40000
119801,25228
17405857,503
26143595,428
24139124,201
22518064,41
21532281,2000
7559200,1098
18953212,455
9259941,2247
110990,1946
23542722,8000
27348763,872
25757852,12500
2458240,1853
7891947,3423
2465849,40000
14854336,20
1987347,40000
3648535,1560
20695602,6000
19475421,247
13724598,1728
23704755,1900
9988328,3900
26951477,3354
27284031,1468
102003,10000
2463588,1739
107492,6091
413966,90000
2019869,25000
525303,20000
25009483,80000
22525321,207
14083109,1000
8517729,1484
1650424,40000
16231104,3854
12127199,5000
7772937,4249
6279348,785
27509162,1496
2457044,472
23974049,2246
18515061,13106
520031,5150
2466060,60000
2380691,9053
23846325,10883
26237178,5000
13987470,74
23670028,567
23858706,217
22498295,5000
22379198,14595
22977202,309
23974556,424
21980642,22371
1928355,18888
26467334,3606
12271900,5311
10982347,5000
7773770,7687
27542799,1047
3488516,20000
4790785,3900
21046762,1000
17421720,10000
763366,14599
11693466,10000
148973,5657
1953500,190000
4912366,1000
22931912,4269
3527945,884
22701678,28050
2458414,20000
2634021,707
821473,1103
24087498,120
21430942,69
16004989,149
6673830,1
170662,48712
1927805,128
24220451,7329
22510883,4498
3711650,20000
10665511,2769
22904207,5425
311299,7838
887638,80000
21547671,40000
20910455,15204
3907899,3831
24038215,5260
1476727,16551
9098328,2500
22885993,2274
7855978,7650
23669878,6925
23650496,10000
26369079,4000
23337372,819
11273317,3100
21306340,20000
4749093,20000
22989889,3900
123299,10853
26254266,10000
7079431,760
106667,40000
28811843,377
22415882,1037
2583310,8350
23418307,1192
13178433,6321
18512331,2500
1946424,2500
1064311,6835
24236688,5100
2934529,1288
19002973,5000
2744979,7191
24106367,670
23038849,7616
21547407,1
10972178,5000
23964940,2500
18667871,772
1642238,20000
3467604,175
122738,10000
4052239,3791
8833756,5850
7027087,20000
7829656,5100
22019326,56000
5618249,15116
3585132,15000
20731333,3531
22423910,386
3007872,8280
21548385,278
1079552,24000
6421602,713
1608819,3395
5179655,12068
4001214,9577
1650692,3848
22541320,1000
7144030,13329
22118071,12469
5536383,2500
22781004,5100
3673714,407
19788777,5100
21464845,2500
629253,21000
1497552,1742
22860705,711
665266,2824
24061087,2000
17452453,2188
650942,14152
5732751,488
789846,1000
22223165,1127
4913697,3230
143271,309
3447455,5000
22101543,1620
2323162,493
15166721,83
18994228,237
16660251,30
698019,40000
8873823,12500
583263,25000
23964325,2234
4287383,24602
4751030,142
21623301,595
13902769,564
3048841,92
22401128,7800
9267060,5100
2452706,120000
24913148,60000
107107,40000
24115715,180
530640,6896
24122418,43
106040,10056
23249635,2000
24020980,989
522375,1709
22586301,7800
4342621,38275
8715563,20000
4159469,20000
3893668,20000
19036113,5000
2451812,1936
23753440,2000
6138625,20423
26838778,2423
129247,11055
26261391,10000
9321327,20000
164103,73510
2456996,1000
23349527,200
4486614,9213
7355511,7060
24064151,1216
15515841,406
23826878,561
1876437,40000
25561253,16958
2039446,40000
9201223,5000
23190710,30000
14320945,388
11901441,597
14749984,4702
9497061,11504
21862728,734
2453001,10000
18493154,220
3307835,40000
26264843,4000
6538181,5000
23283070,7650
1062364,20000
22479223,3900
24215629,500
117953,30000
16641699,351
14095635,3900
22302180,2914
4676964,10000
12190267,558
13318058,3493
125543,13879
123805,58
23908345,1739
22972365,14
3608950,30000
21758528,10200
23721529,487
521948,78
23814382,10000
21812001,1454
7843254,2440
24055393,10000
24282161,599
17066478,60000
22360735,644
7483701,610
23644196,782
22528520,10000
8481340,5000
23749672,437
26135959,7500
23544993,4000
18435241,1101
26717692,704
24266785,49800
7202966,4000
24381648,26
22970108,1733
11788683,5000
7977858,40000
1844716,30000
11274203,18361
13507539,132
1859181,1711
11966712,26869
21214755,7500
6175760,22799
3908509,22459
2462572,2522
22468103,5000
119218,40000
3241056,348
3150747,1112
120428,40000
21188771,6171
22493709,487
3230139,84
24221543,1409
263255,60000
3573056,5298
23870260,95
2457960,47
5661744,5000
10689552,60000
22803620,100
117150,31000
10186272,5000
22144740,3900
6294457,5000
8684563,20000
5802257,1665
3030488,2391
23304493,2500
13948150,373
22525174,713
115192,10000
3780439,7429
2036403,70
23801234,238
22907068,2660
3685434,1456
9666710,2340
24271381,1884
124432,95000
6330063,2075
22461755,6351
22510096,27
9376941,7
10077099,19782
22655205,992
3785659,20000
26297349,2500
20534662,132
22618078,1000
6306000,10000
22946998,1421
1497330,833
18652246,2809
23843056,1787
2746347,270
2588657,4481
16869962,5000
20529984,1254
7142374,907
23963364,3174
23367815,2742
3816123,70000
3490461,326
2451782,674
3130492,20000
520221,25000
22068104,900
2464339,32753
2395467,56
23720533,1900
11948323,471
3908343,12000
4316086,5000
19500487,10000
15464487,5000
22459061,455
22380305,7500
2090035,10000
22236735,4000
520569,633
21990296,3609
21910000,4000
22301325,76
24068173,220
24055454,10000
12208457,2422
523530,27373
11809183,5000
11707431,8000
22378756,10000
223066,9087
21536170,1247
8750141,2679
26330657,4013
527614,66667
780376,10504
100683,40000
6165969,20000
669787,26699
18935116,1000
5799766,20000
28673078,298
6229906,9506
26264299,4000
24070291,2000
24115919,4176
26835376,1258
1063800,8362
5789932,28
2614581,724
23162424,2618
2083029,238
193599,20000
23808110,153
21679087,2500
20590095,20000
22499471,248
13032948,5000
5008898,30000
23594325,2882
4447243,399
22451866,5000
7512232,1111
103367,20000
22860834,1368
893022,20000
124828,50000
24807549,10000
27707031,2500
21910562,1091
19863893,757
1061853,20000
22528937,185
26504030,1054
105622,1279
2507029,29946
2345666,20000
23980223,2000
15382627,831
22618929,2202
906480,20000
5401728,1000
23208870,234
23012981,14
22089566,8000
18533487,495
26603606,2500
21694055,56
10220612,651
23729668,5410
8966870,44
2451192,40000
26352621,4000
8718726,20000
2358325,40000
23738530,12000
13890435,1000
112574,245
5336587,5000
2458026,50000
23974804,1253
23227685,8000
18726304,10200
8268595,322
833402,40000
23870564,205
27476516,4684
25100499,70000
20409752,10000
13478628,13054
22699575,178
108163,15000
6304446,13650
2455261,20000
24029469,510
23631280,5
25035493,80000
20123122,290
18527918,5850
27464406,5
3318371,5000
1882472,20000
22584911,678
22827984,2089
4644057,10264
22234361,2000
2453592,20000
131789,3683
128892,12200
2463331,4093
2012632,1181
22978630,734
3720631,9554
26377910,1216
119735,47500
23586421,32000
2104331,40000
1986885,70047
19306688,3394
7035257,3439
19572009,2699
226877,50
8603887,7500
22282446,861
9586008,10000
23947286,20000
634361,10000
6150554,20000
2337570,40000
2625152,40000
18291591,40000
22812430,176
16517512,7500
21601233,10000
13896605,35917
20912644,5000
6819882,2308
23615210,60
117040,30000
17082492,5000
13210559,3690
28510995,184
26052055,953
2393728,385
22966486,2000
142760,3490
531645,20000
1161661,8000
22595074,90
26210450,5000
6276733,146
4636577,1640
22679178,810
23031979,3614
1309822,135
7688644,1000
11994387,15000
19201719,10000
170944,1672
23123321,10000
2066132,8210
4254293,20000
19793129,15000
22671119,86
23507163,8000
23193512,5100
27557761,2500
119493,40000
27227604,10000
10403352,1132
130559,647
25564955,2610
17084330,235
22491332,5000
17497542,13
14039438,11751
22113820,3397
8026015,5850
1649871,20000
21569413,2541
170498,80000
3982789,16692
13228519,3106
28523505,2094
25696565,2500
9732851,158
23878260,315
21560214,518
22574878,4000
22504673,2312
2454231,1541
12555348,10000
4543973,40000
12503287,2500
26500376,3953
3079809,2322
117370,40000
2454025,114456
19035279,4608
2102665,40000
23551769,110
4870782,29
130641,29342
24051944,539
2381500,1697
21555970,10000
16619082,10000
1331390,33690
28348198,36000
3581658,1000
15354766,2864
23627995,11
18502258,16724
12162544,1311
6305204,1891
23159995,5000
22234690,1628
11939510,40000
26280212,5000
26178157,1522
101695,34184
3608984,30000
8965205,152
7289538,32718
24907813,40000
23344796,2000
18055517,271
23185767,2019
2531731,446
19447836,1842
20104508,2500
6607807,419
7599217,1174
22671298,220
977290,2740
6709326,784
5534391,34
7111955,1201
1063511,40000
15116889,1379
6117638,786
22614816,1997
28057091,4000
5661827,2396
26064105,5000
23887228,7399
20205931,270
3760402,2746
21864999,3504
24143137,1132
2377056,7800
23910680,3900
6538450,1482
22458064,69
2564616,20000
3967332,25
26302821,2233
2394304,13346
23883911,4000
2599993,31266
21299922,492
10795443,155
7573295,9499
23872742,232
5911263,20000
7847438,24424
23768154,304
3908483,13023
4959151,3900
124476,23751
121286,12927
17100830,10000
7290956,1000
736157,20000
8965461,2500
22670650,5000
21544305,7875
3532348,10000
23267867,5100
4321657,39859
16062453,1366
27012102,209
20695930,318
102784,11028
2452524,20000
27140902,895
21870449,1280
22168185,862
23674432,2895
20092045,20000
21604676,212
24395583,7000
17334346,5000
426577,722
23390234,39
21871434,1333
26256866,5000
105138,70000
9419440,571
19094812,300
25753575,10000
13345620,149
2394532,249
8953697,7800
2450812,20000
2458398,1654
3995517,224
23975121,453
4599894,12446
24913016,60000
1062570,40000
23264549,10000
26255489,7500
18101984,10000
23760186,5000
11906579,1543
3634451,8660
23338858,317
2395475,50000
5433380,68
7094409,276
1501797,51566
19842076,1195
15451374,5100
881685,2810
2054011,13814
12412858,20000
106788,20698
426888,4265
1480390,13898
22776946,529
7795292,728
1327728,5000
21567166,1039
3367987,59
23686831,3041
18647315,2623
9873516,10000
21680211,2928
7376248,949
23521327,3280
12236339,728
1359772,6526
23634754,87
23602769,1634
20825091,165
21542498,5000
24110259,1270
26848329,97
24023546,4000
146738,1000
23331145,366
23057025,536
6004085,8000
2647197,260
5991861,1000
118239,40000
2768281,1572
7978365,2567
1061838,20000
3908194,970
130724,62276
3312981,2408
4891903,15417
123739,40000
11861762,1000
25655175,5000
23157782,3935
127677,2295
235011,2857
22473970,207
26376777,220
22524914,1842
22489022,2174
8323834,3824
524603,2500
3031115,5655
24024981,10200
22090075,5174
22276848,4000
24027997,253
100573,40000
22462383,90
26940872,2748
3321273,10266
23887433,7800
2760142,27500
19243135,240
15243237,563
1292052,6869
24257505,1620
23715313,541
22314786,5000
12492727,507
24304707,33
11781760,5649
103202,10000
23642149,76
8333675,1868
23540228,10000
23669853,872
20202726,5000
2394320,20000
187144,61
11798941,40000
4269840,2500
115896,13148
23341308,4280
23959365,4000
23710253,5500
5052795,317
3779295,14089
2457242,2983
6140352,24
22590117,3900
17442278,1000
13508026,3900
19922363,17354
23449779,1728
20072511,7500
10518535,5000
26951152,11052
21586940,4649
1064802,5000
23385362,7500
26227293,5000
24188850,2000
8068869,49
108372,30000
102597,36008
104236,17251
15529812,2026
11850249,1327
115852,40000
24837478,40000
6594952,747
976265,9286
1742893,81
2249789,16969
26262997,4000
22459764,4427
21641792,40000
7270247,2646
114389,40000
7849741,5000
1982854,80000
18176402,1125
18401902,825
16182055,3411
23905011,6
2454454,10000
6266123,662
22477715,1900
23407348,7471
2464230,25000
12547949,485
433266,6585
9107294,1000
27590131,2219
23724456,833
2457879,10007
21971629,557
2744441,14084
10914955,5567
22564311,1129
25075558,40000
20660381,66260
23700607,34225
2531222,26
3256107,16638
3941039,1503
10873092,10000
23546012,51
22239100,509
24227918,8360
2739862,20000
24032844,5000
15871788,11000
23710418,870
2053835,2996
22433056,10200
10711244,6129
2450940,6637
5730694,20000
130781,15000
2465625,11583
23884671,1147
22274145,2500
22386497,40
2667022,1304
2590862,79
195055,4750
23976996,2924
21062009,20000
28824748,1569
23972892,1560
15798330,620
11952053,10013
23865539,2472
2520466,1739
2395616,30000
26145394,399
2464818,1903
22701221,110
3792291,40000
22335270,2500
274955,1507
3827098,42120
23455566,120
2549755,835
124740,20000
5783749,19327
10784843,20000
22813774,26
22317867,4000
3629683,9390
2452458,712
23961796,9000
16844129,120
19846393,72000
24061889,2000
13924361,5000
22998866,5000
10077702,20000
25186200,10000
13554917,60000
2019315,20000
248911,30000
11680636,2210
18535806,20875
9959526,20
9201173,6131
16945147,375
22472345,1190
108240,59135
23740787,8000
28021238,318
22748986,7800
22990945,552
23795402,2489
23953457,1373
13300712,3880
21741151,5000
21994934,126
7897317,1553
10507023,8000
19086111,491
3597099,15068
23511584,10000
126544,20000
23355402,4931
21675092,2500
22797774,5850
18535131,10000
24389496,5100
19397885,5100
21980620,25167
25085313,20000
21475194,2000
1170340,50000
23007422,1440
12675942,33
22460769,2119
22499834,9750
5803275,72
26252593,120
19888648,124
3616722,20000
23682572,2119
11964310,1185
23062658,15600
2020735,1593
22235701,406
19398257,2442
23510550,2332
2052034,5100
23089824,2033
3588248,5091
110143,1643
26264989,496
22413019,123
11790717,62
7307986,7990
8131438,260
22817545,1821
23065424,89
266122,1312
24249207,2500
822754,10000
4635409,551
4710703,20000
21907223,2754
128660,10000
2396054,15589
23740448,37115
2466508,40000
5316201,1420
2081224,61662
5356250,7235
22529066,327
26281708,2500
26481391,595
2837146,2500
24376615,690
24177750,48848
10678873,20000
23957680,4292
1537601,20000
3887911,20000
18647871,2728
23803502,7500
24281023,239
11273353,20000
10125093,233
5503937,4482
22532268,310
18368894,6
22308536,14823
16904568,1712
106711,23177
24030567,8000
28173245,147
24572398,20000
10108503,29287
6618586,10326
734822,25000
7563017,1000
6676199,80
1063743,1083
28825000,3096
11849866,2157
28108699,145
23154788,1968
3908111,13706
16411279,70000
22577317,976
23983484,4000
26168367,2500
23673121,1412
23879716,104
21909510,2419
24869461,3176
21537811,2500
24087880,1368
24009205,104
22950836,1311
21558077,206
982537,10000
13543108,947
111573,2181
16548458,3864
23815446,3368
290655,4086
21464854,1491
129643,10000
9475406,20000
123068,954
23504007,10200
22248323,1000
6149062,13300
