primaryID,balance
20589697,1879
26105543,509
17029406,694
21504394,700
103312,10401
22016771,2500
19579685,41313
129528,40000
23407298,1118
18256089,634
7275669,17560
5961955,16
737912,320
105281,40000
19377505,38
20685818,753
4908615,20000
157552,80000
3087957,40000
19954545,1261
19732822,82
23872613,732
24241792,32
1525699,35614
940900,181
27509184,860
6939116,1137
21615329,10200
25308577,20000
23863827,1705
19593711,4660
3908228,45000
17822297,1000
110341,40000
2394932,80000
23750190,8000
22573196,14000
14956063,11700
21426318,3
113729,25000
23993662,188
7802454,420
6978157,58182
23154474,11700
26387584,1053
105028,7720
3916898,2106
19829285,1000
20207069,38
26252711,34
26054026,5000
23380561,71
28534700,1629
9036475,10000
11792405,2375
11976415,1273
21551435,2500
2459933,5
2460543,40000
122386,40000
122639,182
1253765,982
100584,269
26373362,93
189899,20063
22943267,220
2341818,83
3604363,4
23802117,513
8107680,375
15853652,11700
22209817,482
9150330,7971
1061671,50000
1061862,10000
127325,20000
24087007,36
25754197,2500
22822676,5000
9114208,290
525071,40000
113498,934
14744261,5306
24226910,492
2452821,20000
3658840,3413
106062,10000
10139868,926
9065207,79
7342171,1109
24216560,49
27472316,2438
23358454,1000
21499367,5000
20413260,3108
26281393,5000
101618,35000
5617542,71
21663471,78
4641258,57
11184652,411
14258580,69
23907043,1296
8937409,908
12269875,10000
22943686,5850
23001880,39
3574894,88
20773265,87
2461871,16336
9406355,40000
2081588,50000
6130646,20000
22655441,675
23074314,162
1892861,60000
7886218,5938
351955,15000
26066505,425
18654638,1000
16506757,30000
20688227,20000
23586414,11433
16547674,1000
5391979,731
8186406,1074
23241680,664
24919027,10000
8665311,2148
100485,72999
20317541,10000
22413932,485
22750445,271
23609661,2153
23700412,2798
21953598,615
13648424,437
12474401,5000
8179098,45900
23965643,170
9876162,298
3874297,1000
18633762,10000
6346806,19205
8821987,890
2454553,110000
826642,75000
11599530,1000
21587480,222
3270466,40000
108493,20000
2393744,50000
9913364,308
128117,61
118921,184
20390383,5000
22478132,530
140459,20000
23907909,3900
22826766,1484
28586209,2572
121132,4457
21832714,400
22465018,4735
7547559,30000
1045377,15000
24020610,5759
26392764,505
403977,4292
23321740,4000
2453811,68
23949712,10000
24047487,215
18577196,24
23331816,6263
22538796,7800
2457499,20000
1061820,60000
19064931,7800
12403600,17500
24027770,4000
1292417,40000
14253721,2174
6638122,11000
25846997,2500
25221531,843
23637431,3184
3129072,25
23636718,51
22518703,771
2452433,2437
19753639,7800
2039156,2000
1201767,50000
2777958,10000
23353913,292
4511063,2883
11552695,1045
23820611,1644
14030929,267
892241,40000
3286119,1166
23390169,2500
22459823,5100
4518250,130
107998,20000
2753996,19169
22523899,1433
23589020,71
2334797,41000
3029630,40000
14558205,7701
20688270,20000
26026195,10000
22807341,1000
122606,135
22581414,10000
13616961,3203
23283349,1010
116831,36626
5070560,509
24784688,40000
24693708,30000
108856,56349
239366,1000
23588182,3268
111705,11244
28159146,1388
262900,50000
7078361,6
27247010,5000
3890129,1514
23719224,1900
2453738,13
22812127,58
11861242,5851
735266,15000
1881912,32231
4916271,5786
3132167,13891
23412343,710
22297360,10200
18533593,10000
26680710,2342
126852,20000
28019069,1524
25395899,69
4105445,14221
525410,17500
22709601,20000
3797154,48
6661269,1
3466399,80000
104170,10285
109032,21000
23753167,2330
11955138,1087
11236455,46
23089644,1106
3602607,2423
23984759,502
521088,10000
14206863,1906
4373240,15000
125466,11880
13265103,5000
4427432,3000
23813056,290
22290500,328
23057260,40
16786053,52
3526996,20000
4867040,10000
5337829,100000
11934511,1780
22795494,1827
4599081,3648
10470115,10000
28824865,3138
28705282,5000
23087475,256
23358013,5000
23868254,7500
426399,20000
7454648,2757
24296085,408
15803357,1754
19319746,330
23384886,1039
23236144,687
520304,270
6898791,40000
21965903,274
23709966,253
22548475,5100
1243170,40000
22470233,250
17817742,5000
17065490,50000
22477434,97
1756973,20000
3812107,288
19797643,1516
2063186,839
148031,65000
7741875,5100
22735071,3900
1651976,10000
21454988,4027
2529974,19473
3315500,2000
3778041,5139
9278404,6600
24026932,135
3364745,20000
683179,20000
26352660,1736
17080840,50000
2178821,5290
11882183,5000
28073991,888
23333592,48000
23023267,7500
24178169,680
16539005,4094
23162064,152
3077438,3214
23387790,113
17824465,6982
5400028,40000
10657541,10000
18910364,65
2034830,7668
22643182,952
738482,28427
9259432,5000
23802169,768
9678047,1737
121143,5579
12598261,450
25185090,1400
5397483,4000
2709709,2500
23170949,10686
28157443,2500
4644402,1567
12460626,27471
23870229,1229
4006957,20588
8591045,10759
24008793,461
104115,30000
6263497,2868
2451096,5000
25494816,5000
3640214,100000
23696331,8000
24235837,264
22401476,131
26276557,174
1650978,18221
22566273,2108
22478707,2111
22241387,144
21752882,149
23786255,52
3129775,60000
123508,118
23629064,2710
23171492,340
522482,29920
23537703,379
24236363,504
10390968,1400
21553188,15000
162503,10306
3194811,39
2452542,338
15992885,1999
2535831,66
23826436,1799
20272059,4828
22709853,1000
4844494,260
1912125,172
7563151,30000
22749220,3900
13031874,12
17065363,40000
11705147,20712
7410799,25000
23092996,10000
24119641,4000
12063756,16787
102971,53469
23817921,407
115995,79
112860,50000
103840,20536
18425794,2335
12617518,5000
6537712,40000
27114775,1302
23225803,1174
24839164,40000
22518046,10000
23794138,9282
23335607,2651
1881466,10000
2380824,1
521021,20000
9384949,23997
8414187,22960
10322933,863
2754542,38430
23012532,362
26259683,12500
21703972,1100
26935770,619
2916247,7800
23694099,825
23854875,58
28650057,200
125719,15373
18518411,13269
18222090,1015
1355057,744
2375591,30000
23736214,2000
26867657,2546
22472300,54
22469808,10000
758235,40000
14915782,10000
26241781,5000
24044941,911
21545410,8000
148932,826
23189627,1174
2072124,80000
20228952,633
17734740,1296
23992221,4900
1929166,20000
20725010,1000
13937341,2500
1350632,40000
3533307,30000
18875159,1482
23259968,3638
2457051,1116
993527,1000
18656198,1395
22482517,15000
1174971,6840
22483425,12
14432155,206
7586776,30000
18471805,235
23217948,3900
23433168,3700
23883122,670
116138,20000
10270262,5490
118635,71
126731,40000
116193,23296
4764902,8200
22597269,5000
24259435,587
3611004,65064
23882766,73
4117978,46005
8735148,2483
1539658,20000
23769322,7500
21981612,134
24409361,262
362288,56918
3356980,7800
21705390,2404
22467214,10000
12934192,7500
4905909,99
8952948,5543
21321968,556
18685562,20000
4770073,45000
22543612,1000
16265926,1529
1500629,239
110858,21523
7885307,10239
1178667,20000
105468,6762
23251519,4903
23637584,5
6829807,10000
21614996,2939
12578494,13961
25837401,1451
22508998,19
8817784,5148
27426203,2500
11625921,807
16754176,1865
26623720,1591
4797307,395
5837034,1000
8901871,3900
6221416,13463
110704,1517
7020081,130
21911292,4000
26440434,5000
21652715,10000
22208815,1
28243350,2500
7773881,2064
21206713,3
612433,24942
1906496,495
6652426,32934
14829769,20000
23793488,7500
26198353,1108
23876331,1251
110297,17737
14816724,146
3489681,1000
23621363,2500
23026984,10000
28175576,2405
23075335,2551
4233924,9056
16132658,677
208000,3534
25129864,80000
1249772,733
311700,2500
23792513,505
21715781,84
3754283,20000
9331835,1242
101970,104
13880641,5000
1987123,70000
21502462,1000
876425,20000
12084350,50
7433318,2160
122749,11997
17324055,10
170761,40000
4670000,353
2463190,50000
981657,908
17242082,4386
18735753,1882
8038367,865
6305338,2500
4196462,1600
22458200,120
23691569,5250
21503830,1791
22533369,611
8058661,11810
12310169,98
24850830,40000
7395141,5000
17195569,6000
16050592,440
24289959,433
22499295,5850
22568546,3900
26276397,5000
154369,40000
23794443,7500
744334,30865
13316208,7800
2456939,22327
22142231,91
14601039,7714
26064139,5000
6667059,569
17071783,40000
6254301,1106
24215740,500
24218651,4385
22721642,1373
2020537,23436
22915922,10000
5950813,455
111122,20000
23377721,533
22457087,5000
105149,11667
27971299,739
126467,167
522946,40000
115665,2731
7576910,40000
13248295,205
1402433,4990
170613,40000
103697,82000
821885,804
24028320,5000
9209502,3653
100848,80000
26608788,648
18676784,1000
126236,29529
11883406,1000
26399748,2761
20412097,2297
13799879,5000
16805797,1980
22474900,12500
127952,10000
21058482,415
119339,20000
7587261,11268
23759414,180
3364816,494
23752891,9042
739268,683
3909580,40000
22923210,9750
1882308,5000
10239671,530
481022,6035
24099372,10000
25742575,5000
21562839,6791
22416461,3900
12761571,5000
21744846,582
24145313,2000
22777527,488
4504506,40000
18352377,30535
191799,20000
10026039,34921
23964050,3986
23869300,678
3817692,8000
7215609,1083
11312437,110
2924310,2092
8700034,1352
11699644,1136
591293,1125
429044,3984
23981830,5800
6133685,1795
1532761,21418
27518456,1699
126324,2850
3597891,3033
23064637,2600
21325101,1000
2462465,483
11791326,343
4491961,2500
22236551,44
26243596,5000
11029594,5000
111738,40000
22478339,589
3054973,11974
379877,2517
10006311,4000
15104307,20000
24194924,37
150987,20000
10597757,102
20639493,18007
23794485,8000
17545277,866
7886523,16955
1592873,42
23862073,191
3092072,30000
9951590,22195
8440445,512
549575,16999
7687564,1000
27863013,4882
18550294,27622
6274273,20000
526152,34609
25891936,5000
22104684,235
22531322,83
2394031,920
16194021,16053
15115815,12500
2027585,16318
8718027,542
24045543,10000
16067260,810
9678114,2728
22150682,14033
163576,10000
2011249,27088
3661785,1000
3753814,5000
23995391,5800
24413733,20000
3616777,250
4240478,1000
21564559,263
24088714,819
14838468,1340
21398423,5000
24267201,340
13810773,1432
117194,1918
10204228,1821
23863259,4000
11109448,5000
21809482,1771
165555,38275
3052632,895
24028179,312
26968171,2737
24219175,4346
21977216,1338
11202353,3900
21501422,90000
3939806,2190
22607099,3900
13692277,10000
1062257,469
9324350,731
22246459,1220
23033608,894
105446,28305
14047732,46
9246652,352
21098321,30000
266622,836
21648768,6033
123684,20000
1738966,5000
3309439,94
1846388,983
10089400,1791
23357754,188
2081620,5000
12499096,1440
23962065,4804
14844637,7508
1121942,327
13359737,1017
12644740,1000
23025997,2500
26289303,2438
9913538,1232
805058,1
1045252,40000
2081687,15430
120956,38095
20064734,40000
22499323,1052
18899153,2500
22786598,1000
26383167,3896
811606,40000
28536216,118
23099711,260
2530949,20000
104544,1490
22482313,350
6037655,40000
121638,25000
16854753,10000
554430,17894
21975670,1177
22874912,5100
2393488,6602
17675140,1607
520825,301
2532705,50018
23848473,6276
23080700,4000
1494096,1271
21986546,2500
736660,2500
18714262,983
17703313,32000
2464438,40000
23354633,133
26426153,681
1329135,20000
7162867,19252
2588475,20000
642534,7839
21905705,4000
23965190,8000
164137,80000
18731913,43569
11255588,20000
120923,40000
12282517,20000
22832176,1000
4250456,2500
21567065,5000
23791362,1174
17240762,5000
27486121,2500
1660746,324
122100,20000
140848,7367
22810227,4787
17260877,6783
25985920,2500
3692855,15000
23341042,1975
12326385,14
5702730,9416
2394296,20000
28635762,5063
24229281,1849
23267725,1413
24008765,2028
22692500,8000
969832,13186
19704185,343
18045209,20400
24389546,90
18606983,1330
9277600,40000
464188,17391
1882340,20000
2395509,661
7946178,9790
6210195,11718
9352702,100000
11147418,1425
17505249,29
21912469,4000
125081,10000
2362045,323
118382,40000
2578997,24000
26228772,5000
22532742,152
24028291,1913
3651863,5000
21811588,500
3580801,135
26289942,2438
2020412,60000
26279349,2500
28701852,2289
1062232,34622
22529735,2500
4225326,1000
22570211,153
139618,25000
18749363,692
21627984,1000
18457009,777
22127811,56000
2166612,10000
145920,5134
2395178,20000
116611,623
3909416,80000
152009,30000
6146400,20200
6058533,80000
26368958,4000
12756759,1478
4844230,5169
11331159,38550
22457289,368
23387011,4603
4699611,779
2591735,40000
17948753,340
22633214,418
14753189,1966
18808872,5000
21915760,10000
9628808,2314
23878853,1258
4535377,20000
6384509,64
491000,274
9115797,2155
4520866,40000
10472068,2500
106029,13628
13905862,4120
17341705,5000
9910901,176
18966416,15000
18738736,7374
17614368,3932
21914360,5000
2460394,30000
19860770,1477
23029771,699
18493616,7011
18981244,1634
127105,10499
4163642,40000
237211,20000
28346211,8456
22882326,111
7390702,252
23080556,64000
13219907,17658
23092842,40000
6091490,102
128040,30000
23091713,5000
14214038,10000
2451690,30016
2320542,40000
4486649,5000
23377034,3900
22759682,1344
20062114,2500
28701846,3935
2485186,20000
2453381,16344
25136717,20000
14758883,222
23740256,4044
21446834,2500
10484808,8546
7046583,2005
17427882,911
17621993,14012
1243147,1013
20928186,1954
1009042,1800
2605652,3129
24029068,4739
2025189,20000
18926123,584
16662230,20000
23364440,816
11951635,1370
24025459,2583
1061978,10000
22592160,10200
161265,20000
23086750,2500
22517623,2767
818071,10000
21920897,14474
9101252,741
22649980,262
22944652,5000
704551,39
21851705,180
195944,10000
22528579,20000
1928432,20000
12752657,18
2465534,20000
18152983,2246
8741025,4156
14065413,539
23511889,481
3568044,40000
9561548,1000
23916265,326
574111,95000
10668425,4336
7595941,20000
23963529,154
18945222,20000
16285718,103
3753780,20000
23901308,1143
1670579,10000
17065453,20000
22471617,2640
28489135,14
7515626,24149
18952636,450
109615,7458
2454389,50000
21904562,11
22018956,113
8874998,10000
22457994,2054
5220427,1000
100298,40000
2452612,1800000
10410857,419
23974087,1004
19838432,10000
19528290,568
10316746,8000
182300,17147
23966888,442
24275074,117
23351983,5000
2530550,2500
1292763,160000
15483643,206
3054940,20000
21188210,5000
11848775,6700
21283979,414
6534799,5673
2451658,10000
229711,5000
104764,2591
2459099,35000
118041,40000
14081029,2936
8358548,5000
106337,1000
22475782,1150
2579652,5491
119372,40000
22455802,3000
125158,60000
13914983,671
2704158,1515
1986414,20000
2051055,233
26307797,1815
16277522,238
23078002,4000
23643236,95
946931,40000
6923671,76
23032318,8355
23063549,5200
1893290,1092
26483645,2161
5645794,2500
122969,30000
20729392,20000
2529461,1719
101090,40000
2466466,614
22802885,1000
4787358,20000
24256944,92
1785418,10000
3760133,9634
17066051,40000
21500301,12500
23588202,2438
2046564,1000
23761821,100
18243824,1566
24235376,2379
118613,40000
24203483,163
2457648,105000
137091,53
110924,17255
19801036,761
22440130,7800
6474859,28676
23253317,69
2081786,30000
3387034,20000
23973605,1253
21565022,5000
23215542,4000
9271975,1984
119713,18727
766369,258
28742727,8000
16039490,259
10666914,1204
15854465,20000
23020382,87
22491499,7344
17935376,20000
109604,3017
3525826,207
3256982,1000
26233670,2500
15854986,15000
24252084,256
22190698,27000
11029334,5116
22812454,50
3908889,29
125532,30000
13457665,195
825069,7605
26241841,2500
24011834,460
9648780,931
23885403,6000
23394474,12
2528950,41182
527481,56243
23253125,7616
3532770,40000
7099345,4967
24135427,587
2020065,17352
23119536,456
21643571,34208
3120114,44
26248952,2500
26729971,4000
27238318,20000
23175813,4377
20744816,2920
5988240,2500
4912806,35068
23870992,2144
13938410,5000
23549198,303
23913346,4000
9424366,20000
1658831,5048
24218958,70
13785241,1474
22538959,12596
6954158,24000
19018582,584
5326649,25219
1637881,8810
4187537,997
11800604,2992
25164995,30000
27034529,2500
23197271,1000
9602416,1371
24882551,20000
21045522,511
21407775,2500
18745906,647
7704155,11178
22473482,658
22499095,1094
20821743,3656
2416459,4522
22465636,12394
23180051,2551
21073808,1000
23710763,113
148338,66220
18519611,10
353233,20000
