account,type,name,ecosystem,env,region,organization,configured_version,stack_name,stack_status,update_behavior,version
vnon,onstatus,slbees,ara,prd,us-east-1,saltlakebees,,vn-spa-instance-onstatus-slbees,up,,v2.3.0
vnon,onrunner,sidearmsports,lyra,prd,us-east-1,sidearmsports,,vn-spa-instance-onrunner-sidearmsports,up,,v0.1.1
vnon,onpos,marlinsparksuites,levy,prd,us-east-1,mrln,,vn-spa-instance-onpos-marlinsparksuites,up,,v1.19.8-ec
vnon,datanow,doi27,crux,prd,us-east-1,disneyonice,,vn-spa-instance-datanow-doi27,up,,v1.1.0
vnon,ordering,wrigleysuites,levy,prd,us-east-1,cubs,,vn-spa-instance-ordering-wrigleysuites,up,,v1.43.2
vnon,oncanopy,tqlsuites,levy,prd,us-east-1,fccin,,vn-spa-instance-oncanopy-tqlsuites,up,,v0.1.0
vnon,onmenumanager,auburnuniversity,crux,prd,us-east-1,auburnuniversity,,vn-spa-instance-onmenumanager-auburnuniversity,up,,v2.22.8
vnon,onloyalty,maverikcenter,ara,prd,us-east-1,maverikcenter,,vn-spa-instance-onloyalty-maverikcenter,up,,v1.9.0
vnon,oncanopy,harborpark,crux,prd,us-east-1,harborpark,,vn-spa-instance-oncanopy-harborpark,up,,v0.1.0
vnon,onstatus,austinfc,crux,prd,us-east-1,austinfc,,vn-spa-instance-onstatus-austinfc,up,,v2.3.0
vnon,onpos,campingworldsuites,levy,prd,us-east-1,citrs,,vn-spa-instance-onpos-campingworldsuites,up,,v1.19.8-ec
vnon,onrefund,courtsideclub,lyra,prd,us-east-1,universityofarkansas,,vn-spa-instance-onrefund-courtsideclub,up,,v2.5.0
vnon,onstatus,ndcompton,lyra,prd,us-east-1,universityofnotredame,,vn-spa-instance-onstatus-ndcompton,up,,v2.3.0
vnon,onpos,razorbasuites,levy,prd,us-east-1,razba,,vn-spa-instance-onpos-razorbasuites,up,,v1.19.8-ec
vnon,onrunner,steinbergcenter,crux,prd,us-east-1,steinbergcenter,,vn-spa-instance-onrunner-steinbergcenter,up,,v0.1.1
vnon,ordering,prudentialcentersuites,levy,prd,us-east-1,devil,,vn-spa-instance-ordering-prudentialcentersuites,up,,v1.43.2
vnon,onpos,austinfcsuites,levy,prd,us-east-1,afc,,vn-spa-instance-onpos-austinfcsuites,up,,v1.19.8-ec
vnon,ordering,byuconcessionsfs,ara,prd,us-east-1,byu,,vn-spa-instance-ordering-byuconcessionsfs,up,,v1.45.0
vnon,onpos,bankofamericasuites,levy,prd,us-east-1,panth,,vn-spa-instance-onpos-bankofamericasuites,up,,v1.19.8-ec
vnon,onstatus,example,mars,qa,us-east-1,example,,vn-spa-instance-onstatus-example-qa,up,,v0.1.0
vnon,oncanopy,levyhomeoffice,lyra,prd,us-east-1,levyhomeoffice,,vn-spa-instance-oncanopy-levyhomeoffice,up,,v0.1.0
vnon,onpos,barclayssuites,levy,prd,us-east-1,brook,,vn-spa-instance-onpos-barclayssuites,up,,v1.19.8-ec
vnon,onrefund,broadwayincincy,lyra,prd,us-east-1,broadwayincincy,,vn-spa-instance-onrefund-broadwayincincy,up,,v2.5.0
vnon,onrefund,nicholasrc,lyra,prd,us-east-1,wisconsinbadgers,,vn-spa-instance-onrefund-nicholasrc,up,,v2.5.0
vnon,ordering,realsaltlake,ara,prd,us-east-1,realsaltlake,,vn-spa-instance-ordering-realsaltlake,up,,v1.45.0
vnon,oncanopy,grfsuites,levy,prd,us-east-1,sox,,vn-spa-instance-oncanopy-grfsuites,up,,v0.1.0
vnon,onmenumanager,roguespoon,ara,prd,us-east-1,roguespoon,,vn-spa-instance-onmenumanager-roguespoon,up,,v2.22.8
vnon,onloyalty,hebcenter,lyra,prd,us-east-1,hebcenter,,vn-spa-instance-onloyalty-hebcenter,up,,v1.9.0
vnon,onstatus,eugeneoneilltheatre,crux,prd,us-east-1,eugeneoneilltheatre,,vn-spa-instance-onstatus-eugeneoneilltheatre,up,,v2.3.0
vnon,datanow,nowarenasuites,levy,prd,us-east-1,searc,,vn-spa-instance-datanow-nowarenasuites,up,,
vnon,onsuitesmanager,amazonjwo,mars,qa,us-east-1,amazonjwo,,vn-spa-instance-onsuitesmanager-amazonjwo-qa,up,,
vnon,onrefund,nationalsclub,lyra,prd,us-east-1,nationals,,vn-spa-instance-onrefund-nationalsclub,up,,v2.5.0
vnon,onboard,casaasti,draco,prd,us-east-1,casaasti,,vn-spa-instance-onboard-casaasti,up,,v1.0.2
vnon,onmenumanager,campingworldstadium,crux,prd,us-east-1,campingworldstadium,,vn-spa-instance-onmenumanager-campingworldstadium,up,,v2.22.8
vnon,onrefund,ryanfield,lyra,prd,us-east-1,northwestern,,vn-spa-instance-onrefund-ryanfield,up,,v2.5.0
vnon,onmenumanager,rbccanadianopen,crux,prd,us-east-1,marigoldsandonions,,vn-spa-instance-onmenumanager-rbccanadianopen,up,,v2.22.8
vnon,ordering,walterkerrtheatre,crux,prd,us-east-1,walterkerrtheatre,,vn-spa-instance-ordering-walterkerrtheatre,up,,v1.45.0
vnon,onboard,nicholasrc,lyra,prd,us-east-1,wisconsinbadgers,,vn-spa-instance-onboard-nicholasrc,up,,v1.0.2
vnon,onboard,ohiyacasinoticketing,lyra,prd,us-east-1,ohiyacasinoticketing,,vn-spa-instance-onboard-ohiyacasinoticketing,up,,v1.0.2
vnon,onboard,snapdragonstadium,ara,prd,us-east-1,sandiegostate,,vn-spa-instance-onboard-snapdragonstadium,up,,v1.0.2
vnon,oncanopy,ridder,lyra,prd,us-east-1,universityofminnesota,,vn-spa-instance-oncanopy-ridder,up,,v0.1.0
vnon,onloyalty,renard,mars,qa,us-east-1,renard,,vn-spa-instance-onloyalty-renard-qa,up,,v1.10.0-65df410
vnon,onrefund,bswasuites,levy,prd,us-east-1,bswa,,vn-spa-instance-onrefund-bswasuites,up,,v2.4.11
vnon,onrefund,meadowlands,mars,dev,us-east-1,meadowlands,,vn-spa-instance-onrefund-meadowlands-dev,up,,
vnon,onsuitesmanager,byuconcessionsmp,ara,prd,us-east-1,byu,,vn-spa-instance-onsuitesmanager-byuconcessionsmp,up,,v1.7.7
vnon,onsuitesmanager,bhgc,draco,prd,us-east-1,bhgc,,vn-spa-instance-onsuitesmanager-bhgc,up,,v1.7.7
vnon,onrefund,ferrellcenter,crux,prd,us-east-1,bayloruniversity,,vn-spa-instance-onrefund-ferrellcenter,up,,v2.5.0
vnon,onstatus,mountainamerica,ara,prd,us-east-1,mountainamericacenter,,vn-spa-instance-onstatus-mountainamerica,up,,v2.3.0
vnon,onboard,switchbacks,ara,prd,us-east-1,switchbacks,,vn-spa-instance-onboard-switchbacks,up,,v1.0.2
vnon,ordering,thunder,lyra,prd,us-east-1,thunder,,vn-spa-instance-ordering-thunder,up,,v1.45.0
vnon,onmenumanager,amwaysuites,levy,prd,us-east-1,orena,,vn-spa-instance-onmenumanager-amwaysuites,up,,v2.22.8
vnon,ordering,dhspts,ara,prd,us-east-1,dhsp,,vn-spa-instance-ordering-dhspts,up,,v1.45.0
vnon,ordering,mandtbankstadium,crux,prd,us-east-1,mandtbankstadium,,vn-spa-instance-ordering-mandtbankstadium,up,,v1.45.0
vnon,onsuitesmanager,prudentialcentersuites,levy,prd,us-east-1,devil,,vn-spa-instance-onsuitesmanager-prudentialcentersuites,up,,v1.7.7
vnon,onboard,sixflags,nitro,dev,us-east-1,sixflags,,vn-spa-instance-onboard-sixflags-dev,up,,
vnon,onstatus,betmgm,lyra,prd,us-east-1,nationals,,vn-spa-instance-onstatus-betmgm,up,,v2.3.0
vnon,onrunner,bankerslifesuites,levy,prd,us-east-1,indy,,vn-spa-instance-onrunner-bankerslifesuites,up,,v0.1.1
vnon,oncanopy,nissanconc,lyra,prd,us-east-1,nissanstadium,,vn-spa-instance-oncanopy-nissanconc,up,,v0.1.0
vnon,ordering,gamecocksonline,crux,prd,us-east-1,southcarolina,,vn-spa-instance-ordering-gamecocksonline,up,,v1.45.0
vnon,onstatus,steinbergcenter,crux,prd,us-east-1,steinbergcenter,,vn-spa-instance-onstatus-steinbergcenter,up,,v2.3.0
vnon,onsuitesmanager,ndcompton,lyra,prd,us-east-1,universityofnotredame,,vn-spa-instance-onsuitesmanager-ndcompton,up,,v1.7.7
vnon,datanow,islanders,ara,prd,us-east-1,eastlinkcentre,,vn-spa-instance-datanow-islanders,up,,v1.1.0
vnon,onstatus,nowarena,lyra,prd,us-east-1,searscentre,,vn-spa-instance-onstatus-nowarena,up,,v2.3.0
vnon,onpos,dodgerstadiumsuites,levy,prd,us-east-1,lad,,vn-spa-instance-onpos-dodgerstadiumsuites,up,,v1.19.8-ec
vnon,datanow,lumenfieldsuites,levy,prd,us-east-1,seahk,,vn-spa-instance-datanow-lumenfieldsuites,up,,
vnon,onboard,ballarena,ara,prd,us-east-1,kse,,vn-spa-instance-onboard-ballarena,up,,v1.0.2
vnon,onrefund,tamusuites,levy,prd,us-east-1,tamu,,vn-spa-instance-onrefund-tamusuites,up,,v2.4.11
vnon,oncanopy,sobo,crux,prd,us-east-1,southbostonspeedway,,vn-spa-instance-oncanopy-sobo,up,,v0.1.0
vnon,datanow,unipanthers,lyra,prd,us-east-1,unipanthers,,vn-spa-instance-datanow-unipanthers,up,,v1.1.0
vnon,onstatus,rockymountainvibes,ara,prd,us-east-1,rockymountainvibes,,vn-spa-instance-onstatus-rockymountainvibes,up,,v2.3.0
vnon,onrefund,cmssuites,levy,prd,us-east-1,cms,,vn-spa-instance-onrefund-cmssuites,up,,v2.4.11
vnon,onmenumanager,enterprisesuites,levy,prd,us-east-1,blues,,vn-spa-instance-onmenumanager-enterprisesuites,up,,v2.22.8
vnon,onpos,orioleparksuites,levy,prd,us-east-1,oriol,,vn-spa-instance-onpos-orioleparksuites,up,,v1.19.8-ec
vnon,onrefund,ritotintosuites,levy,prd,us-east-1,slkc,,vn-spa-instance-onrefund-ritotintosuites,up,,v2.4.11
vnon,onrefund,dpac,crux,prd,us-east-1,dpac,,vn-spa-instance-onrefund-dpac,up,,v2.5.0
vnon,oncanopy,bmssuites,levy,prd,us-east-1,bms,,vn-spa-instance-oncanopy-bmssuites,up,,v0.1.0
vnon,onrefund,byuconcessionssf,ara,prd,us-east-1,byu,,vn-spa-instance-onrefund-byuconcessionssf,up,,v2.5.0
vnon,oncanopy,moderngolf,draco,prd,us-east-1,moderngolfklockerhof,,vn-spa-instance-oncanopy-moderngolf,up,,v0.1.0
vnon,ordering,spartanstadium,lyra,prd,us-east-1,michiganstate,,vn-spa-instance-ordering-spartanstadium,up,,v1.45.0
vnon,onloyalty,pavilion,lyra,prd,us-east-1,universityofminnesota,,vn-spa-instance-onloyalty-pavilion,up,,v1.9.0
vnon,onmenumanager,arena,mars,qa,us-east-1,arena,,vn-spa-instance-onmenumanager-arena-qa,up,,v2.24.0-17547c0
vnon,onmenumanager,kse,ara,prd,us-east-1,kse,,vn-spa-instance-onmenumanager-kse,up,,v2.22.8
vnon,ondevices,cws,crux,prd,us-east-1,campingworldstadium,,vn-spa-instance-ondevices-cws,up,,v1.9.0
vnon,ondevices,audifieldsuites,levy,prd,us-east-1,dcuni,,vn-spa-instance-ondevices-audifieldsuites,up,,v1.9.0
vnon,onsuitesmanager,ustasuites,levy,prd,us-east-1,usta,,vn-spa-instance-onsuitesmanager-ustasuites,up,,v1.7.7
vnon,onrunner,mcclimon,lyra,prd,us-east-1,wisconsinbadgers,,vn-spa-instance-onrunner-mcclimon,up,,v0.1.1
vnon,onpos,erieinsurancearenafs,crux,prd,us-east-1,erieinsurancearena,,vn-spa-instance-onpos-erieinsurancearenafs,up,,
vnon,onpos,chsfieldfs,lyra,prd,us-east-1,chsfield,,vn-spa-instance-onpos-chsfieldfs,up,,
vnon,oncanopy,chukars,ara,prd,us-east-1,chukars,,vn-spa-instance-oncanopy-chukars,up,,v0.1.0
vnon,oncanopy,kohlcentersuites,levy,prd,us-east-1,uwmbb,,vn-spa-instance-oncanopy-kohlcentersuites,up,,v0.1.0
vnon,onpos,wdw,avatar,stg,us-east-1,wdw_fit,,vn-spa-instance-onpos-wdw-stg,up,,
vnon,ondevices,byuconcessionsfs,ara,prd,us-east-1,byu,,vn-spa-instance-ondevices-byuconcessionsfs,up,,v1.9.0
vnon,onpos,mapfresuites,levy,prd,us-east-1,crew,,vn-spa-instance-onpos-mapfresuites,up,,v1.19.8-ec
vnon,onstatus,dignityhealthsuites,levy,prd,us-east-1,hdc,,vn-spa-instance-onstatus-dignityhealthsuites,up,,v1.3.1
vnon,datanow,hornets,use1a,production,us-east-1,hornets,,vn-spa-instance-datanow-hornets,up,,
vnon,onrefund,sooners,lyra,prd,us-east-1,sooners,,vn-spa-instance-onrefund-sooners,up,,v2.5.0
vnon,onrefund,mccombsfield,crux,prd,us-east-1,universityoftexas,,vn-spa-instance-onrefund-mccombsfield,up,,v2.5.0
vnon,onsuitesmanager,levyalabama,lyra,prd,us-east-1,universityofalabama,,vn-spa-instance-onsuitesmanager-levyalabama,up,,v1.7.7
vnon,onrunner,dhsp,ara,prd,us-east-1,dhsp,,vn-spa-instance-onrunner-dhsp,up,,v0.0.7
vnon,oncanopy,tms,lyra,prd,us-east-1,tms,,vn-spa-instance-oncanopy-tms,up,,v0.1.0
vnon,onmenumanager,snapdragonstadium,ara,prd,us-east-1,sandiegostate,,vn-spa-instance-onmenumanager-snapdragonstadium,up,,v2.22.8
vnon,onloyalty,wavefc,ara,prd,us-east-1,sandiegostate,,vn-spa-instance-onloyalty-wavefc,up,,v1.9.0
vnon,datanow,sxpre,crux,prd,us-east-1,monsterjam,,vn-spa-instance-datanow-sxpre,up,,v1.1.0
vnon,ondevices,mandtbankstadium,crux,prd,us-east-1,mandtbankstadium,,vn-spa-instance-ondevices-mandtbankstadium,up,,v1.9.0
vnon,datanow,roundrock,lyra,prd,us-east-1,roundrock,,vn-spa-instance-datanow-roundrock,up,,v1.1.0
vnon,onrefund,elevy,mars,uat,us-east-1,elevy,,vn-spa-instance-onrefund-elevy-uat,up,,
vnon,oncanopy,arena,mars,qa,us-east-1,arena,,vn-spa-instance-oncanopy-arena-qa,up,,
vnon,oncanopy,cryptoarenasuites,levy,prd,us-east-1,lasc,,vn-spa-instance-oncanopy-cryptoarenasuites,up,,v0.1.0
vnon,onsuitesmanager,ndjoyce,lyra,prd,us-east-1,universityofnotredame,,vn-spa-instance-onsuitesmanager-ndjoyce,up,,v1.7.7
vnon,onsuitesmanager,fordfieldsuites,levy,prd,us-east-1,lions,,vn-spa-instance-onsuitesmanager-fordfieldsuites,up,,v1.7.7
vnon,ondevices,sbzoo,ara,prd,us-east-1,sbzoo,,vn-spa-instance-ondevices-sbzoo,up,,v1.9.0
vnon,onstatus,angelofthewindsarena,ara,prd,us-east-1,angelofthewindsarena,,vn-spa-instance-onstatus-angelofthewindsarena,up,,v2.3.0
vnon,oncanopy,miswsuites,levy,prd,us-east-1,misw,,vn-spa-instance-oncanopy-miswsuites,up,,v0.1.0
vnon,onsuitesmanager,cws,crux,prd,us-east-1,campingworldstadium,,vn-spa-instance-onsuitesmanager-cws,up,,v1.7.7
vnon,onboard,artsquest,crux,prd,us-east-1,artsquest,,vn-spa-instance-onboard-artsquest,up,,v1.0.2
vnon,onrefund,yankees,crux,prd,us-east-1,yankees,,vn-spa-instance-onrefund-yankees,up,,v2.5.0
vnon,ordering,cms,crux,prd,us-east-1,cms,,vn-spa-instance-ordering-cms,up,,v1.45.0
vnon,onrunner,marsgrill,crux,prd,us-east-1,marsgrill,,vn-spa-instance-onrunner-marsgrill,up,,v0.1.1
vnon,oncanopy,opconventioncenter,lyra,prd,us-east-1,opconventioncenter,,vn-spa-instance-oncanopy-opconventioncenter,up,,v0.1.0
vnon,ordering,nationalbankopen,crux,prd,us-east-1,marigoldsandonions,,vn-spa-instance-ordering-nationalbankopen,up,,v1.45.0
vnon,datanow,mapfresuites,levy,prd,us-east-1,crew,,vn-spa-instance-datanow-mapfresuites,up,,
vnon,onrunner,moderngolf,draco,prd,us-east-1,moderngolfklockerhof,,vn-spa-instance-onrunner-moderngolf,up,,v0.1.1
vnon,oncanopy,georgiadogs,crux,prd,us-east-1,georgiadogs,,vn-spa-instance-oncanopy-georgiadogs,up,,v0.1.0
vnon,onsuitesmanager,audifieldsuites,levy,prd,us-east-1,dcuni,,vn-spa-instance-onsuitesmanager-audifieldsuites,up,,v1.7.7
vnon,datanow,wdw,avatar,stg,us-east-1,wdw_fit,,vn-spa-instance-datanow-wdw-stg,up,,
vnon,onmenumanager,newamsterdamtheatre,crux,prd,us-east-1,newamsterdamtheatre,,vn-spa-instance-onmenumanager-newamsterdamtheatre,up,,v2.22.8
vnon,onboard,browardcenter,crux,prd,us-east-1,baabrowardcenter,,vn-spa-instance-onboard-browardcenter,up,,v1.0.2
vnon,onpos,villanovafs,crux,prd,us-east-1,villanova,,vn-spa-instance-onpos-villanovafs,up,,
vnon,onloyalty,gainbridgesuites,levy,prd,us-east-1,indy,,vn-spa-instance-onloyalty-gainbridgesuites,up,,
vnon,ondevices,arenafs,mars,dev,us-east-1,arena,,vn-spa-instance-ondevices-arenafs-dev,up,,
vnon,onloyalty,blackhawks,lyra,prd,us-east-1,chicagobulls,,vn-spa-instance-onloyalty-blackhawks,up,,v1.9.0
vnon,onstatus,nissanconc,lyra,prd,us-east-1,nissanstadium,,vn-spa-instance-onstatus-nissanconc,up,,v2.3.0
vnon,onrefund,theatrerow,crux,prd,us-east-1,theatrerow,,vn-spa-instance-onrefund-theatrerow,up,,v2.5.0
vnon,ordering,cintnsuites,levy,prd,us-east-1,cintn,,vn-spa-instance-ordering-cintnsuites,up,,v1.43.2
vnon,onrefund,gators,crux,prd,us-east-1,gators,,vn-spa-instance-onrefund-gators,up,,v2.5.0
vnon,ondevices,sobo,crux,prd,us-east-1,southbostonspeedway,,vn-spa-instance-ondevices-sobo,up,,v1.9.0
vnon,ordering,roguespooniad,ara,prd,us-east-1,roguespoon,,vn-spa-instance-ordering-roguespooniad,up,,v1.45.0
vnon,ondevices,oregonstate,ara,prd,us-east-1,oregonstate,,vn-spa-instance-ondevices-oregonstate,up,,v1.9.0
vnops,oz,oz,mars,dev,us-east-1,venuenext,,vn-spa-instance-oz-oz-dev,up,,v0.3.3
vnon,datanow,rockymountainvibes,ara,prd,us-east-1,rockymountainvibes,,vn-spa-instance-datanow-rockymountainvibes,up,,v1.1.0
vnon,ondevices,selleodev,mars,dev,us-east-1,selleodev,,vn-spa-instance-ondevices-selleodev-dev,up,,
vnon,onpos,eriewarnertheatre,crux,prd,us-east-1,erieinsurancearena,,vn-spa-instance-onpos-eriewarnertheatre,up,,v2.25.11-qs
vnon,onmenumanager,baadallas,lyra,prd,us-east-1,baadallas,,vn-spa-instance-onmenumanager-baadallas,up,,v2.22.8
vnon,ondevices,saengertheatre,crux,prd,us-east-1,baasaengertheatre,,vn-spa-instance-ondevices-saengertheatre,up,,v1.9.0
vnon,onstatus,dhspts,ara,prd,us-east-1,dhsp,,vn-spa-instance-onstatus-dhspts,up,,v2.3.0
vnon,onstatus,mandtbankstadium,crux,prd,us-east-1,mandtbankstadium,,vn-spa-instance-onstatus-mandtbankstadium,up,,v2.3.0
vnon,ordering,crewwarehouse,lyra,prd,us-east-1,columbuscrew,,vn-spa-instance-ordering-crewwarehouse,up,,v1.45.0
vnon,ordering,paramounttheatre,ara,prd,us-east-1,kse,,vn-spa-instance-ordering-paramounttheatre,up,,v1.45.0
vnon,onmenumanager,sdpadres,ara,prd,us-east-1,sdpadres,,vn-spa-instance-onmenumanager-sdpadres,up,,v2.22.8
vnon,ordering,attcentersuites,levy,prd,us-east-1,spurs,,vn-spa-instance-ordering-attcentersuites,up,,v1.43.2
vnon,onboard,ryanfield,lyra,prd,us-east-1,northwestern,,vn-spa-instance-onboard-ryanfield,up,,v1.0.2
vnon,onrefund,dlr,dlr,prd,us-east-1,dlr,,vn-spa-instance-onrefund-dlr,up,,
vnon,onsuitesmanager,comericacenter,lyra,prd,us-east-1,comericacenter,,vn-spa-instance-onsuitesmanager-comericacenter,up,,v1.7.7
vnon,oncanopy,rosebowlsuites,levy,prd,us-east-1,rbowl,,vn-spa-instance-oncanopy-rosebowlsuites,up,,v0.1.0
vnon,onloyalty,thunder,lyra,prd,us-east-1,thunder,,vn-spa-instance-onloyalty-thunder,up,,v1.9.0
vnon,onboard,patrontechnology,crux,prd,us-east-1,patrontechnology,,vn-spa-instance-onboard-patrontechnology,up,,v1.0.2
vnon,onrunner,levis,levisstadium,production,us-east-1,levis_stadium,,vn-spa-instance-onrunner-levis,up,,v0.0.7
vnon,oncanopy,ica,lyra,prd,us-east-1,universityofminnesota,,vn-spa-instance-oncanopy-ica,up,,v0.1.0
vnon,ordering,lakings,ara,prd,us-east-1,staplescenter,,vn-spa-instance-ordering-lakings,up,,v1.45.0
vnon,onmenumanager,newarena,mars,dev,us-east-1,arena,,vn-spa-instance-onmenumanager-newarena-dev,up,,v2.24.0-17547c0
vnon,onmenumanager,renard,mars,qa,us-east-1,renard,,vn-spa-instance-onmenumanager-renard-qa,up,,v2.24.0-17547c0
vnon,ondevices,attcentersuites,levy,prd,us-east-1,spurs,,vn-spa-instance-ondevices-attcentersuites,up,,v1.9.0
vnon,onpos,byuconcessionsmp,ara,prd,us-east-1,byu,,vn-spa-instance-onpos-byuconcessionsmp,up,,v2.25.11-qs
vnon,onboard,queenelizabeththeatre,ara,prd,us-east-1,baaqueenelizabeth,,vn-spa-instance-onboard-queenelizabeththeatre,up,,v1.0.2
vnon,onmenumanager,nissanstadiumpremium,lyra,prd,us-east-1,nissanstadium,,vn-spa-instance-onmenumanager-nissanstadiumpremium,up,,v2.22.8
vnon,onrunner,ica,lyra,prd,us-east-1,universityofminnesota,,vn-spa-instance-onrunner-ica,up,,v0.1.1
vnon,onrunner,ticketmaster,ara,prd,us-east-1,ticketmaster,,vn-spa-instance-onrunner-ticketmaster,up,,v0.0.7
vnon,ordering,indymotorsuites,levy,prd,us-east-1,brick,,vn-spa-instance-ordering-indymotorsuites,up,,v1.43.2
vnon,onstatus,sleeptrainsuites,mars,uat,us-east-1,sking,,vn-spa-instance-onstatus-sleeptrainsuites-uat,up,,v0.1.0
vnon,ondevices,stjamestheatre,crux,prd,us-east-1,stjamestheatre,,vn-spa-instance-ondevices-stjamestheatre,up,,v1.9.0
vnon,datanow,mjs2,crux,prd,us-east-1,monsterjam,,vn-spa-instance-datanow-mjs2,up,,v1.1.0
vnon,onsuitesmanager,wrigleysuites,levy,prd,us-east-1,cubs,,vn-spa-instance-onsuitesmanager-wrigleysuites,up,,v1.7.7
vnon,onrefund,golobos,ara,prd,us-east-1,uofnewmexico,,vn-spa-instance-onrefund-golobos,up,,v2.5.0
vnon,datanow,texastecharena,ara,prd,us-east-1,texastech,,vn-spa-instance-datanow-texastecharena,up,,v1.1.0
vnon,onboard,texastecharena,ara,prd,us-east-1,texastech,,vn-spa-instance-onboard-texastecharena,up,,v1.0.2
vnon,datanow,usopenmobile,crux,prd,us-east-1,usopenmobile,,vn-spa-instance-datanow-usopenmobile,up,,
vnon,ordering,dkrstadium,crux,prd,us-east-1,universityoftexas,,vn-spa-instance-ordering-dkrstadium,up,,v1.45.0
vnon,onsuitesmanager,cajundome,crux,prd,us-east-1,cajundome,,vn-spa-instance-onsuitesmanager-cajundome,up,,v1.7.7
vnon,ordering,rbccanadianopen,crux,prd,us-east-1,marigoldsandonions,,vn-spa-instance-ordering-rbccanadianopen,up,,v1.45.0
vnon,onstatus,renard,mars,qa,us-east-1,renard,,vn-spa-instance-onstatus-renard-qa,up,,
vnon,datanow,studio54,crux,prd,us-east-1,studio54,,vn-spa-instance-datanow-studio54,up,,v1.1.0
vnon,ordering,mashgindev,mars,qa,us-east-1,mashginqa,,vn-spa-instance-ordering-mashgindev-qa,up,,v1.45.0
vnon,onrefund,villanova,crux,prd,us-east-1,villanova,,vn-spa-instance-onrefund-villanova,up,,v2.5.0
vnon,onboard,stjamestheatre,crux,prd,us-east-1,stjamestheatre,,vn-spa-instance-onboard-stjamestheatre,up,,v1.0.2
vnon,ondevices,raiders,ara,prd,us-east-1,oaklandraiders,,vn-spa-instance-ondevices-raiders,up,,v1.9.0
vnon,onrunner,stlblues,lyra,prd,us-east-1,enterprisecenter,,vn-spa-instance-onrunner-stlblues,up,,v0.1.1
vnon,onxpedite,georgiadogs,crux,prd,us-east-1,georgiadogs,,vn-spa-instance-onxpedite-georgiadogs,up,,v0.1.0
vnon,onrefund,uoteamordering,universal,prd,us-east-1,universal,,vn-spa-instance-onrefund-uoteamordering,up,,
vnon,datanow,dkrstadium,crux,prd,us-east-1,universityoftexas,,vn-spa-instance-datanow-dkrstadium,up,,v1.1.0
vnon,ordering,ush,hagrid,uat,us-east-1,ush,,vn-spa-instance-ordering-ush-uat,up,,b4b500ebdb
vnon,ondevices,ohiyacasinoticketing,lyra,prd,us-east-1,ohiyacasinoticketing,,vn-spa-instance-ondevices-ohiyacasinoticketing,up,,v1.9.0
vnon,datanow,doi30cpre,crux,prd,us-east-1,disneyonice,,vn-spa-instance-datanow-doi30cpre,up,,v1.1.0
vnon,oncanopy,weidnerfieldsuites,levy,prd,us-east-1,swbk,,vn-spa-instance-oncanopy-weidnerfieldsuites,up,,v0.1.0
vnon,onmenumanager,lumenfieldsuites,levy,prd,us-east-1,seahk,,vn-spa-instance-onmenumanager-lumenfieldsuites,up,,v2.22.8
vnon,ordering,crossroadspresents,crux,prd,us-east-1,crossroadspresents,,vn-spa-instance-ordering-crossroadspresents,up,,v1.45.0
vnon,onrefund,hornetsplayers,crux,prd,us-east-1,hornets,,vn-spa-instance-onrefund-hornetsplayers,up,,v2.5.0
vnon,ordering,mccombsfield,crux,prd,us-east-1,universityoftexas,,vn-spa-instance-ordering-mccombsfield,up,,v1.45.0
vnon,ordering,lct,crux,prd,us-east-1,lincolncenter,,vn-spa-instance-ordering-lct,up,,v1.45.0
vnon,onmenumanager,baafoxtheatre,crux,prd,us-east-1,baafoxtheatre,,vn-spa-instance-onmenumanager-baafoxtheatre,up,,v2.22.8
vnon,onpos,comericacenterfs,lyra,prd,us-east-1,comericacenter,,vn-spa-instance-onpos-comericacenterfs,up,,
vnon,datanow,eugeneoneilltheatre,crux,prd,us-east-1,eugeneoneilltheatre,,vn-spa-instance-datanow-eugeneoneilltheatre,up,,v1.1.0
vnon,datanow,olympicsportsvenues,lyra,prd,us-east-1,ohiostate,,vn-spa-instance-datanow-olympicsportsvenues,up,,v1.1.0
vnon,oncanopy,tmobile,ara,prd,us-east-1,tmobile,,vn-spa-instance-oncanopy-tmobile,up,,v0.1.0
vnon,onpos,artsquestfs,crux,prd,us-east-1,artsquest,,vn-spa-instance-onpos-artsquestfs,up,,
vnon,onloyalty,lakers,ara,prd,us-east-1,staplescenter,,vn-spa-instance-onloyalty-lakers,up,,v1.9.0
vnon,onrunner,gra,use1a,production,us-east-1,gra,,vn-spa-instance-onrunner-gra,up,,v0.0.7
vnon,ondevices,wsu,ara,prd,us-east-1,wsu,,vn-spa-instance-ondevices-wsu,up,,v1.9.0
vnon,onmenumanager,bmorockford,lyra,prd,us-east-1,bmorockford,,vn-spa-instance-onmenumanager-bmorockford,up,,v2.22.8
vnon,onpos,nationalsparksuites,levy,prd,us-east-1,nats,,vn-spa-instance-onpos-nationalsparksuites,up,,v1.19.8-ec
vnon,onstatus,choctawstadium,lyra,prd,us-east-1,choctawstadium,,vn-spa-instance-onstatus-choctawstadium,up,,v2.3.0
vnon,onpos,thebook,lyra,prd,us-east-1,thebook,,vn-spa-instance-onpos-thebook,up,,v2.25.11-qs
vnon,onrunner,bswa,crux,prd,us-east-1,bswa,,vn-spa-instance-onrunner-bswa,up,,v0.1.1
